,Facility Name,orispl_code,Gross Load (MW-h),EPA Region,latitude,longitude,State,County,timezone,time_offset
1078,McClain Energy Facility,55457,2483441.31,6,35.2979,-97.5896,OK,McClain,America/Chicago,6.0
1079,Mooreland,3008,363283.63,6,36.4375,-99.2208,OK,Woodward,America/Chicago,6.0
1080,Muskogee,2952,8597983.15,6,35.7617,-95.2847,OK,Muskogee,America/Chicago,6.0
1081,Mustang,2953,568120.44,6,35.4711,-97.6733,OK,Canadian,America/Chicago,6.0
1082,Northeastern,2963,8663634.25,6,36.4317,-95.7008,OK,Rogers,America/Chicago,6.0
1083,Oneta Energy Center,55225,3445504.51,6,36.0119,-95.6967,OK,Wagoner,America/Chicago,6.0
1084,Ponca,762,66620.67,6,36.7205,-97.0868,OK,Kay,America/Chicago,6.0
1085,Redbud Power Plant,55463,6686455.28,6,35.6853,-97.2242,OK,Oklahoma,America/Chicago,6.0
1086,Riverside (4940),4940,1927987.8,6,35.9978,-95.9567,OK,Tulsa,America/Chicago,6.0
1087,Seminole (2956),2956,3273178.64,6,34.9678,-96.7242,OK,Seminole,America/Chicago,6.0
1088,Sooner,6095,6131315.05,6,36.4537,-97.0527,OK,Noble,America/Chicago,6.0
1089,Southwestern,2964,950895.56,6,35.1009,-98.3524,OK,Caddo,America/Chicago,6.0
1090,Spring Creek Power Plant,55651,138756.54,6,35.7422,-97.655,OK,Logan,America/Chicago,6.0
1091,Tenaska Kiamichi Generating Station,55501,4571418.13,6,34.6831,-95.9349,OK,Pittsburg,America/Chicago,6.0
1092,Tulsa,2965,286980.61,6,36.1125,-95.9917,OK,Tulsa,America/Chicago,6.0
1093,Boardman,6106,2785404.35,10,45.6933,-119.8056,OR,Morrow,America/Los_Angeles,8.0
1094,Coyote Springs,7350,2012913.03,10,45.8486,-119.6744,OR,Morrow,America/Los_Angeles,8.0
1095,Hermiston,54761,1851396.0,10,45.8042,-119.37,OR,Umatilla,America/Los_Angeles,8.0
1096,Hermiston Power Plant,55328,2967914.4,10,45.7931,-119.3117,OR,Umatilla,America/Los_Angeles,8.0
1097,Klamath Cogeneration Project,55103,2268963.93,10,42.174,-121.8112,OR,Klamath,America/Los_Angeles,8.0
1098,Klamath Generation Peakers,55544,15946.7,10,42.1727,-121.8144,OR,Klamath,America/Los_Angeles,8.0
1099,Port Westward,56227,1769082.39,10,46.1792,-123.1717,OR,Columbia,America/Los_Angeles,8.0
1100,AES Beaver Valley LLC,10676,,3,40.6558,-80.3556,PA,Beaver,America/New_York,5.0
1101,Allegheny Energy Units 1 & 2,55196,34000.7,3,40.5447,-79.7678,PA,Allegheny,America/New_York,5.0
1102,"Allegheny Energy Units 3, 4 & 5",55710,2087218.55,3,40.5456,-79.7669,PA,Allegheny,America/New_York,5.0
1103,Allegheny Energy Units 8 & 9,55377,33454.9,3,39.7475,-79.8388,PA,Fayette,America/New_York,5.0
1104,Armagh Compressor Station,880071,,3,40.4319,-79.085,PA,Indiana,America/New_York,5.0
1105,Armstrong Power Station,3178,373714.39,3,40.9289,-79.4658,PA,Armstrong,America/New_York,5.0
1106,"Armstrong Power, LLC",55347,188119.65,3,40.6383,-79.3503,PA,Armstrong,America/New_York,5.0
1107,Bernville Station,880049,,3,40.4092,-76.1511,PA,Berks,America/New_York,5.0
1108,Bethlehem Power Plant,55690,5981807.45,3,40.6175,-75.3147,PA,Northampton,America/New_York,5.0
1109,Bruce Mansfield,6094,19437921.26,3,40.6344,-80.42,PA,Beaver,America/New_York,5.0
1110,"Brunner Island, LLC",3140,6531944.51,3,40.097,-76.6962,PA,York,America/New_York,5.0
1111,Brunot Island Power Station,3096,21254.04,3,40.4638,-80.044,PA,Allegheny,America/New_York,5.0
1112,Cambria Cogen,10641,,3,40.4748,-78.7021,PA,Cambria,America/New_York,5.0
1113,Chambersburg Units 12 & 13,55654,50631.06,3,39.8668,-77.6859,PA,Franklin,America/New_York,5.0
1114,Cheswick,8226,2652930.94,3,40.5383,-79.7906,PA,Allegheny,America/New_York,5.0
1115,Colver Power Project,10143,1002004.33,3,40.55,-78.8,PA,Cambria,America/New_York,5.0
1116,Conemaugh,3118,11376057.55,3,40.3842,-79.0611,PA,Indiana,America/New_York,5.0
1117,Croydon Generating Station,8012,4372.29,3,40.08,-74.8917,PA,Bucks,America/New_York,5.0
1118,"Domtar Paper Company, LLC",54638,,3,41.4908,-78.6767,PA,Elk,America/New_York,5.0
1119,"Dynegy Fayette II, LLC",55516,4425323.04,3,39.8592,-79.9182,PA,Fayette,America/New_York,5.0
1120,Ebensburg Power Company,10603,492877.13,3,40.455,-78.7472,PA,Cambria,America/New_York,5.0
1121,Eddystone Generating Station,3161,93399.1,3,39.858000000000004,-75.32300000000001,PA,Delaware,America/New_York,5.0
1122,Elrama,3098,107586.76,3,40.2525,-79.9183,PA,Washington,America/New_York,5.0
1123,Entriken Compressor Station,880072,,3,40.3086,-78.1389,PA,Huntingdon,America/New_York,5.0
1124,"Fairless Energy, LLC",55298,8529260.17,3,40.1464,-74.7406,PA,Bucks,America/New_York,5.0
1125,Fairless Hills Generating Station,7701,,3,40.1405,-74.7506,PA,Bucks,America/New_York,5.0
1126,Gilberton Power Company,10113,,3,40.79,-76.1984,PA,Schuylkill,America/New_York,5.0
1127,Grays Ferry Cogen Partnership,54785,664630.67,3,39.9417,-75.1883,PA,Philadelphia,America/New_York,5.0
1128,Handsome Lake Energy,55233,117798.0,3,41.2908,-79.8061,PA,Venango,America/New_York,5.0
1129,Hatfield's Ferry Power Station,3179,10495729.16,3,39.8562,-79.9274,PA,Greene,America/New_York,5.0
1130,Hazleton Generation,10870,2520.85,3,40.9282,-76.0416,PA,Luzerne,America/New_York,5.0
1131,Helix Ironwood LLC,55337,2962071.81,3,40.3509,-76.3658,PA,Lebanon,America/New_York,5.0
1132,Homer City,3122,10568174.55,3,40.510999999999996,-79.1968,PA,Indiana,America/New_York,5.0
1133,Honeywell Resins & Chemicals LLC,880007,,3,40.0067,-75.0686,PA,Philadelphia,America/New_York,5.0
1134,Hunlock Creek Energy Center,3176,370307.39,3,41.2033,-76.0683,PA,Luzerne,America/New_York,5.0
1135,Hunlock Unit 4,56397,3935.54,3,41.2033,-76.0683,PA,Luzerne,America/New_York,5.0
1136,Hunterstown Combined Cycle,55976,2915332.55,3,39.8725,-77.1672,PA,Adams,America/New_York,5.0
1137,Keystone,3136,10222266.29,3,40.6604,-79.3411,PA,Armstrong,America/New_York,5.0
1138,Kimberly-Clark Tissue Company,50410,,3,39.8439,-75.3575,PA,Delaware,America/New_York,5.0
1139,Liberty Electric Power Plant,55231,2681761.25,3,39.8622,-75.3361,PA,Delaware,America/New_York,5.0
1140,"Lower Mount Bethel Energy, LLC",55667,3458516.28,3,40.8011,-75.105,PA,Northampton,America/New_York,5.0
1141,"MARCUS HOOK 50, L.P.",50074,220.91,3,39.8103,-75.4281,PA,Delaware,America/New_York,5.0
1142,"Marcus Hook Energy, LP",55801,3159660.87,3,39.8083,-75.4225,PA,Delaware,America/New_York,5.0
1143,"Martins Creek, LLC",3148,1749765.46,3,40.796,-75.107,PA,Northampton,America/New_York,5.0
1144,Merck & Company - West Point,52149,274108.32,3,40.2128,-75.3022,PA,Montgomery,America/New_York,5.0
1145,Mitchell Power Station,3181,1268824.56,3,40.2207,-79.9682,PA,Washington,America/New_York,5.0
1146,"Montour, LLC",3149,8549004.1,3,41.0714,-76.6672,PA,Montour,America/New_York,5.0
1147,Mountain,3111,6046.0,3,40.1219,-77.1761,PA,Cumberland,America/New_York,5.0
1148,Mt. Carmel Cogeneration,10343,286278.48,3,40.8092,-76.4539,PA,Northumberland,America/New_York,5.0
1149,New Castle,3138,412522.23,3,40.9378,-80.3681,PA,Lawrence,America/New_York,5.0
1150,North East Cogeneration Plant,54571,,3,42.202,-79.8425,PA,Erie,America/New_York,5.0
1151,Northampton Generating Plant,50888,901112.34,3,40.6917,-75.4792,PA,Northampton,America/New_York,5.0
1152,Northeastern Power Company,50039,412911.46,3,40.8737,-75.9936,PA,Schuylkill,America/New_York,5.0
1153,Ontelaunee Energy Center,55193,3637354.0,3,40.4219,-75.9353,PA,Berks,America/New_York,5.0
1154,P H Glatfelter Company,50397,,3,39.8717,-76.8664,PA,York,America/New_York,5.0
1155,PEI Power Corporation,50279,19960.51,3,41.4844,-75.5403,PA,Lackawanna,America/New_York,5.0
1156,Panther Creek Energy Facility,50776,,3,40.8556,-75.8781,PA,Carbon,America/New_York,5.0
1157,Philadelphia Refinery,52106,,3,39.9058,-75.2122,PA,Philadelphia,America/New_York,5.0
1158,Piney Creek Power Plant,54144,304550.67,3,41.1776,-79.4418,PA,Clarion,America/New_York,5.0
1159,Portland,3113,173915.03,3,40.91,-75.0789,PA,Northampton,America/New_York,5.0
1160,Procter & Gamble Paper Products,50463,402435.61,3,41.573,-76.0426,PA,Wyoming,America/New_York,5.0
1161,Richmond,3168,1632.17,3,39.9853,-75.0733,PA,Philadelphia,America/New_York,5.0
1162,Schuylkill,3169,457.68,3,39.9425,-75.1883,PA,Philadelphia,America/New_York,5.0
1163,Scrubgrass Generating Plant,50974,,3,41.2678,-79.8114,PA,Venango,America/New_York,5.0
1164,Seward,3130,,3,40.4081,-79.0339,PA,Indiana,America/New_York,5.0
1165,Shawville,3131,1509192.41,3,41.067,-78.3656,PA,Clearfield,America/New_York,5.0
1166,Shermans Dale Station,880050,,3,40.3439,-77.1628,PA,Perry,America/New_York,5.0
1167,St. Nicholas Cogeneration Project,54634,,3,40.8222,-76.1736,PA,Schuylkill,America/New_York,5.0
1168,Sunbury,3152,,3,40.8361,-76.825,PA,Snyder,America/New_York,5.0
1169,Titus,3115,108646.07,3,40.3061,-75.9081,PA,Berks,America/New_York,5.0
1170,Tolna,3116,1102.0,3,39.7636,-76.6345,PA,York,America/New_York,5.0
1171,Trainer Refinery,880025,,3,39.8228,-75.4033,PA,Delaware,America/New_York,5.0
1172,US Steel (Clairton Coke),50729,,3,40.3097,-79.8819,PA,Allegheny,America/New_York,5.0
1173,US Steel (Edgar Thomson),50732,,3,40.3925,-79.8564,PA,Allegheny,America/New_York,5.0
1174,Veolia Energy Philadelphia - Edison Sta,880006,,3,39.949,-75.1557,PA,Philadelphia,America/New_York,5.0
1175,Veolia Energy Philadelphia - Schuylkill ,50607,,3,39.9422,-75.1875,PA,Philadelphia,America/New_York,5.0
1176,"WPS Westwood Generation, LLC",50611,227229.32,3,40.6191,-76.45,PA,Schuylkill,America/New_York,5.0
1177,Warren,3132,6825.0,3,41.8358,-79.19,PA,Warren,America/New_York,5.0
1178,Wheelabrator - Frackville,50879,,3,40.7817,-76.1781,PA,Schuylkill,America/New_York,5.0
1179,York Energy Center,55524,2337925.18,3,39.738,-76.3072,PA,York,America/New_York,5.0
1180,Manchester Street,3236,1743836.0,1,41.8167,-71.4042,RI,Providence,America/New_York,5.0
1181,Ocean State Power,51030,587202.9,1,42.0099,-71.6701,RI,Providence,America/New_York,5.0
1182,Ocean State Power II,54324,465610.75,1,42.0099,-71.6701,RI,Providence,America/New_York,5.0
1183,"Pawtucket Power Associates, LP",54056,6772.76,1,41.861000000000004,-71.407,RI,Providence,America/New_York,5.0
1184,Rhode Island State Energy Center,55107,2458933.03,1,41.8017,-71.5186,RI,Providence,America/New_York,5.0
1185,"Tiverton Power, LLC",55048,1650023.56,1,41.6417,-71.17,RI,Newport,America/New_York,5.0
1186,AbiBow US Inc. - Catawba Operations,2440,,4,34.8456,-80.8942,SC,York,America/New_York,5.0
1187,BP Amoco Chemical Company CR Plant,880092,,4,32.9701,-79.8905,SC,Berkeley,America/New_York,5.0
1188,Broad River Energy Center,55166,1072863.75,4,35.0786,-81.575,SC,Cherokee,America/New_York,5.0
1189,Canadys Steam,3280,1757225.96,4,33.0647,-80.6228,SC,Colleton,America/New_York,5.0
1190,Cherokee County Cogen,55043,463753.59,4,35.0727,-81.613,SC,Cherokee,America/New_York,5.0
1191,Columbia Energy Center (SC),55386,62967.33,4,33.8692,-81.0183,SC,Calhoun,America/New_York,5.0
1192,Cope Station,7210,2110947.67,4,33.3642,-81.03,SC,Orangeburg,America/New_York,5.0
1193,Cross,130,13905798.47,4,33.3692,-80.1119,SC,Berkeley,America/New_York,5.0
1194,Darlington County,3250,97494.85,4,34.4185,-80.1657,SC,Darlington,America/New_York,5.0
1195,Dolphus M Grainger,3317,,4,33.8253,-79.0528,SC,Horry,America/New_York,5.0
1196,H B Robinson,3251,239474.5,4,34.4017,-80.1589,SC,Darlington,America/New_York,5.0
1197,Hagood,3285,35407.42,4,32.8265,-79.9634,SC,Charleston,America/New_York,5.0
1198,Hilton Head Gas Turbine Site,3318,496.0,4,32.2089,-80.6994,SC,Beaufort,America/New_York,5.0
1199,INVISTA S.a.r.l. Camden Plant,880057,,4,34.2337,-80.658,SC,Kershaw,America/New_York,5.0
1200,International Paper-Eastover Mill,52151,,4,33.8872,-80.6397,SC,Richland,America/New_York,5.0
1201,Jasper County Generating Facility,55927,3291511.74,4,32.3592,-81.1236,SC,Jasper,America/New_York,5.0
1202,Jefferies,3319,356565.76,4,33.2422,-79.9875,SC,Berkeley,America/New_York,5.0
1203,John S. Rainey Generating Station,7834,3537303.04,4,34.3477,-82.77600000000001,SC,Anderson,America/New_York,5.0
1204,"KapStone Charleston Kraft, LLC",7737,,4,32.8994,-79.9694,SC,Charleston,America/New_York,5.0
1205,Marlboro Paper Mill,880074,,4,34.605,-79.785,SC,Marlboro,America/New_York,5.0
1206,McMeekin,3287,637426.17,4,34.0533,-81.2178,SC,Lexington,America/New_York,5.0
1207,Mill Creek Combustion Turbine Sta,7981,126276.02,4,35.1597,-81.4306,SC,Cherokee,America/New_York,5.0
1208,Myrtle Beach Gas Turbine Site,3320,220.0,4,33.7089,-78.9233,SC,Horry,America/New_York,5.0
1209,Sonoco Products Company,880078,,4,34.387,-80.0663,SC,Darlington,America/New_York,5.0
1210,Urquhart,3295,2104460.17,4,33.435,-81.9111,SC,Aiken,America/New_York,5.0
1211,W S Lee,3264,209111.49,4,34.6022,-82.435,SC,Anderson,America/New_York,5.0
1212,Wateree,3297,4046621.21,4,33.8264,-80.6218,SC,Richland,America/New_York,5.0
1213,"WestRock CP, LLC Florence Mill",50806,,4,34.1519,-79.5587,SC,Florence,America/New_York,5.0
1214,Williams,3298,4013385.76,4,33.0163,-79.9285,SC,Berkeley,America/New_York,5.0
1215,Winyah,6249,2870771.3,4,33.3303,-79.3611,SC,Georgetown,America/New_York,5.0
1216,Aberdeen Generating Station,3338,5114.51,8,45.4287,-98.4932,SD,Brown,America/Chicago,6.0
1217,Angus Anson,7237,118504.34,8,43.6033,-96.6369,SD,Minnehaha,America/Chicago,6.0
1218,Big Stone,6098,2973557.1,8,45.3047,-96.5103,SD,Grant,America/Chicago,6.0
1219,Deer Creek Station,56610,29764.86,8,44.3961,-96.5333,SD,Brown,America/Chicago,6.0
1220,Groton Generating Station,56238,58126.54,8,45.3718,-98.1032,SD,Brown,America/Chicago,6.0
1221,Huron,3344,1051.0,8,44.3696,-98.17,SD,Beadle,America/Chicago,6.0
1222,Lange,55478,14766.37,8,44.1212,-103.2608,SD,Pennington,America/Denver,7.0
1223,Allen,3393,4526622.49,4,35.0742,-90.1439,TN,Shelby,America/Chicago,6.0
1224,Brownsville CT,55081,384127.52,4,35.5438,-89.198,TN,Haywood,America/Chicago,6.0
1225,Bull Run,3396,2068767.06,4,36.0211,-84.1567,TN,Anderson,America/New_York,5.0
1226,Cargill Corn Milling,10729,,4,35.0828,-90.1372,TN,Shelby,America/Chicago,6.0
1227,Cumberland,3399,15375732.15,4,36.3903,-87.6539,TN,Stewart,America/Chicago,6.0
1228,Eastman Chemical Company,50481,,4,36.5192,-82.535,TN,Sullivan,America/New_York,5.0
1229,Gallatin,3403,7101440.54,4,36.3156,-86.4006,TN,Sumner,America/Chicago,6.0
1230,Gleason Generating Facility,55251,32261.8,4,36.2454,-88.61200000000001,TN,Weakley,America/Chicago,6.0
1231,John Sevier,3405,4217879.71,4,36.3767,-82.9639,TN,Hawkins,America/New_York,5.0
1232,Johnsonville,3406,3866576.7,4,36.0278,-87.9861,TN,Humphreys,America/Chicago,6.0
1233,Kingston,3407,4416984.92,4,35.8992,-84.5194,TN,Roane,America/New_York,5.0
1234,Lagoon Creek,7845,3809958.32,4,35.6578,-89.3964,TN,Haywood,America/Chicago,6.0
1235,Packaging Corporation of America,50296,,4,35.0442,-88.2652,TN,Hardin,America/Chicago,6.0
1236,Resolute Forest Products - Calhoun Ops,50956,,4,35.2964,-84.7569,TN,McMinn,America/New_York,5.0
1237,Tate & Lyle-Loudon,880079,,4,35.7433,-84.3208,TN,Loudon,America/New_York,5.0
1238,"AES Deepwater, Inc.",10670,64226.0,6,29.7192,-95.2278,TX,Harris,America/Chicago,6.0
1239,Air Liquide Bayport Complex,10298,1891334.62,6,29.6225,-95.0458,TX,Harris,America/Chicago,6.0
1240,Alex Ty Cooke Generating Station,3602,182076.51,6,33.5211,-101.7906,TX,Lubbock,America/Chicago,6.0
1241,Barney M. Davis,4939,2744560.51,6,27.6067,-97.3119,TX,Nueces,America/Chicago,6.0
1242,Bastrop Clean Energy Center,55168,2951751.4,6,30.1458,-97.55,TX,Bastrop,America/Chicago,6.0
1243,Baytown Energy Center,55327,4414260.67,6,29.7731,-94.9019,TX,Chambers,America/Chicago,6.0
1244,Big Brown,3497,7783530.04,6,31.8206,-96.0561,TX,Freestone,America/Chicago,6.0
1245,Blackhawk Station,55064,1909236.41,6,35.6957,-101.36,TX,Hutchinson,America/Chicago,6.0
1246,Bosque County Power Plant,55172,1376802.8,6,31.8594,-97.3586,TX,Bosque,America/Chicago,6.0
1247,"Brazos Valley Energy, LP",55357,3469934.98,6,29.4731,-95.6244,TX,Fort Bend,America/Chicago,6.0
1248,C. R. Wing Cogeneration Plant,52176,237768.87,6,32.2722,-101.4222,TX,Howard,America/Chicago,6.0
1249,Calpine Hidalgo Energy Center,7762,2753155.46,6,26.3389,-98.1708,TX,Hidalgo,America/Chicago,6.0
1250,Cedar Bayou,3460,1309354.17,6,29.7483,-94.9272,TX,Chambers,America/Chicago,6.0
1251,Cedar Bayou 4,56806,1175943.88,6,29.752,-94.92299999999999,TX,Chambers,America/Chicago,6.0
1252,Channel Energy Center,55299,3107344.78,6,29.7189,-95.2319,TX,Harris,America/Chicago,6.0
1253,Channelview Cogeneration Facility,55187,7865939.33,6,29.8356,-95.1242,TX,Harris,America/Chicago,6.0
1254,Clear Lake Cogeneration,10741,526234.67,6,29.6255,-95.06700000000001,TX,Harris,America/Chicago,6.0
1255,Coleto Creek,6178,5618819.83,6,28.7128,-97.2142,TX,Goliad,America/Chicago,6.0
1256,Colorado Bend Energy Center,56350,2083898.34,6,29.2878,-96.0683,TX,Wharton,America/Chicago,6.0
1257,Copper Station,9,41035.9,6,31.7569,-106.375,TX,El Paso,America/Denver,7.0
1258,Corpus Christi Energy Center,55206,2872054.64,6,27.8139,-97.4283,TX,Nueces,America/Chicago,6.0
1259,Cottonwood Energy Project,55358,6797824.25,6,30.2588,-93.7353,TX,Newton,America/Chicago,6.0
1260,Decker Creek,3548,1109554.53,6,30.3036,-97.6128,TX,Travis,America/Chicago,6.0
1261,Decordova,8063,23572.78,6,32.4033,-97.6986,TX,Hood,America/Chicago,6.0
1262,Deer Park Energy Center,55464,9689614.58,6,29.7153,-95.1361,TX,Harris,America/Chicago,6.0
1263,Eastman Cogeneration Facility,55176,2137910.84,6,32.4472,-94.6917,TX,Harrison,America/Chicago,6.0
1264,"Ennis Power Company, LLC",55223,2025767.68,6,32.3194,-96.6739,TX,Ellis,America/Chicago,6.0
1265,Exelon Laporte Generating Station,55365,94820.11,6,29.701999999999998,-95.071,TX,Harris,America/Chicago,6.0
1266,ExxonMobil Beaumont Refinery,50625,6041369.94,6,30.0639,-94.0703,TX,Jefferson,America/Chicago,6.0
1267,Forney Power Plant,55480,6434546.7,6,32.7563,-96.4916,TX,Kaufman,America/Chicago,6.0
1268,Freestone Power Generation,55226,5447724.38,6,31.8907,-96.1128,TX,Freestone,America/Chicago,6.0
1269,Frontera Generation Facility,55098,3078916.88,6,26.208000000000002,-98.3992,TX,Hidalgo,America/Chicago,6.0
1270,Gibbons Creek Steam Electric Station,6136,1628226.4,6,30.6167,-96.0778,TX,Grimes,America/Chicago,6.0
1271,Graham,3490,215748.99,6,33.135,-98.6117,TX,Young,America/Chicago,6.0
1272,Greens Bayou,3464,110580.46,6,29.8208,-95.2194,TX,Harris,America/Chicago,6.0
1273,Gregory Power Facility,55086,4204360.72,6,27.8881,-97.2572,TX,San Patricio,America/Chicago,6.0
1274,Guadalupe Generating Station,55153,1522626.5,6,29.6237,-98.1395,TX,Guadalupe,America/Chicago,6.0
1275,H W Pirkey Power Plant,7902,4662623.05,6,32.4607,-94.4852,TX,Harrison,America/Chicago,6.0
1276,Handley Generating Station,3491,893246.93,6,32.7278,-97.2186,TX,Tarrant,America/Chicago,6.0
1277,Hardin County Peaking Facility,56604,115757.37,6,30.3039,-94.2527,TX,Hardin,America/Chicago,6.0
1278,Harrington Station,6193,6603279.41,6,35.2972,-101.7475,TX,Potter,America/Chicago,6.0
1279,Harrison County Power Project,55664,708589.78,6,32.3958,-94.4361,TX,Harrison,America/Chicago,6.0
1280,Hays Energy Facility,55144,1965701.09,6,29.7806,-97.9894,TX,Hays,America/Chicago,6.0
1281,J K Spruce,7097,9776039.25,6,29.3091,-98.3205,TX,Bexar,America/Chicago,6.0
1282,J Robert Massengale Generating Station,3604,145453.22,6,33.6039,-101.8408,TX,Lubbock,America/Chicago,6.0
1283,J T Deely,6181,3773568.0,6,29.3072,-98.3228,TX,Bexar,America/Chicago,6.0
1284,Jack County Generation Facility,55230,5740115.54,6,33.101,-97.9574,TX,Jack,America/Chicago,6.0
1285,Johnson County Generation Facility,54817,911737.29,6,32.3994,-97.4078,TX,Johnson,America/Chicago,6.0
1286,Jones Station,3482,1909706.6,6,33.5239,-101.7392,TX,Lubbock,America/Chicago,6.0
1287,Knox Lee Power Plant,3476,647469.53,6,32.3766,-94.6415,TX,Gregg,America/Chicago,6.0
1288,Lake Creek,3502,,6,31.4647,-96.985,TX,McLennan,America/Chicago,6.0
1289,Lake Hubbard,3452,203886.06,6,32.8364,-96.5464,TX,Dallas,America/Chicago,6.0
1290,Lamar Power Plant,55097,4572169.99,6,33.6314,-95.589,TX,Lamar,America/Chicago,6.0
1291,Laredo,3439,199415.75,6,27.5667,-99.5083,TX,Webb,America/Chicago,6.0
1292,Leon Creek,3609,104133.25,6,29.3511,-98.5753,TX,Bexar,America/Chicago,6.0
1293,Lewis Creek,3457,1546999.27,6,30.4364,-95.5215,TX,Montgomery,America/Chicago,6.0
1294,Limestone,298,12252756.5,6,31.4219,-96.2525,TX,Limestone,America/Chicago,6.0
1295,Lone Star Power Plant,3477,22613.04,6,32.9217,-94.7158,TX,Morris,America/Chicago,6.0
1296,Lost Pines 1,55154,2367281.25,6,30.1478,-97.27,TX,Bastrop,America/Chicago,6.0
1297,Magic Valley Generating Station,55123,4613567.2,6,26.3403,-98.19,TX,Hidalgo,America/Chicago,6.0
1298,Martin Lake,6146,15985626.69,6,32.2597,-94.5703,TX,Rusk,America/Chicago,6.0
1299,Midlothian Energy,55091,5059156.35,6,32.4302,-97.0537,TX,Ellis,America/Chicago,6.0
1300,Monticello,6147,8016596.77,6,33.0917,-95.0417,TX,Titus,America/Chicago,6.0
1301,Moore County Station,3483,56650.32,6,35.9667,-101.865,TX,Moore,America/Chicago,6.0
1302,Morgan Creek,3492,35864.07,6,32.3358,-100.9158,TX,Mitchell,America/Chicago,6.0
1303,Mountain Creek Generating Station,3453,875461.0,6,32.7253,-96.9361,TX,Dallas,America/Chicago,6.0
1304,Mustang Station,55065,2671837.49,6,32.9728,-102.7417,TX,Yoakum,America/Chicago,6.0
1305,Mustang Station (56326),56326,167573.31,6,32.9748,-102.7432,TX,Yoakum,America/Chicago,6.0
1306,Nacogdoches Power LLC,55708,124379.5,6,31.8326,-94.9006,TX,Nacogdoches,America/Chicago,6.0
1307,New Gulf Power Facility,50137,2646.72,6,29.2639,-95.8997,TX,Wharton,America/Chicago,6.0
1308,Newman,3456,2635544.78,6,31.9858,-106.4322,TX,El Paso,America/Denver,7.0
1309,Nichols Station,3484,1262406.0,6,35.2825,-101.7458,TX,Potter,America/Chicago,6.0
1310,Nueces Bay,3441,2613152.7,6,27.8182,-97.4189,TX,Nueces,America/Chicago,6.0
1311,O W Sommers,3611,705079.0,6,29.3078,-98.3244,TX,Bexar,America/Chicago,6.0
1312,Oak Grove,6180,11931205.34,6,31.185,-96.4853,TX,Robertson,America/Chicago,6.0
1313,Odessa Ector Generating Station,55215,2452188.41,6,31.8378,-102.3278,TX,Ector,America/Chicago,6.0
1314,Oklaunion Power Station,127,3344170.34,6,34.0825,-99.1753,TX,Wilbarger,America/Chicago,6.0
1315,"Optim Energy Altura Cogen, LLC",50815,2839176.79,6,29.8169,-95.1086,TX,Harris,America/Chicago,6.0
1316,Paris Energy Center,50109,412304.63,6,33.6968,-95.5577,TX,Lamar,America/Chicago,6.0
1317,Pasadena Power Plant,55047,5263474.15,6,29.7233,-95.1769,TX,Harris,America/Chicago,6.0
1318,Permian Basin,3494,542132.38,6,31.5839,-102.9636,TX,Ward,America/Chicago,6.0
1319,Plant X,3485,1660094.64,6,34.1661,-102.4114,TX,Lamb,America/Chicago,6.0
1320,Power Lane Steam Plant,4195,23143.0,6,33.1707,-96.1264,TX,Hunt,America/Chicago,6.0
1321,Quail Run Energy Center,56349,441962.54,6,31.8414,-102.315,TX,Ector,America/Chicago,6.0
1322,R W Miller,3628,323882.91,6,32.6581,-98.3103,TX,Palo Pinto,America/Chicago,6.0
1323,Ray Olinger,3576,112080.25,6,33.0667,-96.4519,TX,Collin,America/Chicago,6.0
1324,"Rio Nogales Power Project, LP",55137,3007687.68,6,29.5932,-97.9724,TX,Guadalupe,America/Chicago,6.0
1325,Roland C. Dansby Power Plant,6243,163716.11,6,30.7217,-96.4599,TX,Brazos,America/Chicago,6.0
1326,SRW Cogen Limited Partnership,55120,3406192.18,6,30.0561,-93.7539,TX,Orange,America/Chicago,6.0
1327,Sabine,3459,3932989.72,6,30.0242,-93.875,TX,Orange,America/Chicago,6.0
1328,Sabine Cogeneration Facility,55104,662455.56,6,30.0444,-93.7716,TX,Orange,America/Chicago,6.0
1329,Sam Bertron,3468,168280.16,6,29.7268,-95.06,TX,Harris,America/Chicago,6.0
1330,Sam Rayburn Plant,3631,180084.87,6,28.8947,-97.1347,TX,Victoria,America/Chicago,6.0
1331,Sam Seymour,6179,8957943.35,6,29.9172,-96.7506,TX,Fayette,America/Chicago,6.0
1332,San Jacinto County Peaking Facility,56603,150848.89,6,30.42,-95.0114,TX,San Jacinto,America/Chicago,6.0
1333,San Jacinto Steam Electric Station,7325,897660.86,6,29.6967,-95.0411,TX,Harris,America/Chicago,6.0
1334,San Miguel,6183,3234179.25,6,28.7044,-98.4781,TX,Atascosa,America/Chicago,6.0
1335,Sand Hill Energy Center,7900,1669866.71,6,30.2091,-97.6139,TX,Travis,America/Chicago,6.0
1336,Sandow,6648,4768397.36,6,30.5642,-97.0639,TX,Milam,America/Chicago,6.0
1337,Sandow Station,52071,4838300.95,6,30.5681,-97.0614,TX,Milam,America/Chicago,6.0
1338,Sandy Creek Energy Station,56611,110438.0,6,31.4753,-96.9564,TX,McLennan,America/Chicago,6.0
1339,Silas Ray,3559,72370.66,6,25.9131,-97.5214,TX,Cameron,America/Chicago,6.0
1340,Sim Gideon,3601,326318.02,6,30.1456,-97.2708,TX,Bastrop,America/Chicago,6.0
1341,South Houston Green Power Site,55470,1269584.43,6,29.3775,-94.9328,TX,Galveston,America/Chicago,6.0
